Station_ID,Timestamp,CO_Channel,NOx_Channel,NO2_Channel,Ambient_Temperature,Relative_Humidity,Absolute_Humidity
STN-02,2021-03-20 22:00:00,,80.0,147.0,13.8,73.5,0.9299
STN-02,2021-03-20 23:00:00,1.6,1.0,133.0,14.3,69.3,0.9292
STN-02,2021-03-21 00:00:00,2.1,64.0,146.0,14.1,74.4,0.956
STN-02,2021-03-21 01:00:00,2.5,19.0,143.0,13.6,76.3,0.9625
STN-02,2021-03-21 02:00:00,1.7,1.0,108.0,12.5,75.1,0.8881
STN-02,2021-03-21 03:00:00,1.1,1.0,81.0,13.5,70.6,0.8906
STN-02,2021-03-21 04:00:00,1.5,1.0,70.0,15.1,67.5,0.8765
STN-02,2021-03-21 05:00:00,2.9,1.0,104.0,15.1,69.5,0.9218
STN-02,2021-03-21 06:00:00,2.9,1.0,101.0,14.7,72.2,0.9532
STN-02,2021-03-21 07:00:00,3.2,66.0,119.0,14.5,66.9,0.9021
STN-02,2021-03-21 08:00:00,4.2,197.0,140.0,15.8,62.8,0.8918
STN-02,2021-03-21 09:00:00,4.6,239.0,145.0,18.1,59.4,0.9148
STN-02,2021-03-21 10:00:00,3.8,282.0,165.0,19.8,55.4,0.9323
STN-02,2021-03-21 11:00:00,3.5,208.0,164.0,23.3,48.2,0.9495
STN-02,2021-03-21 12:00:00,3.5,197.0,173.0,23.4,45.9,0.9005
STN-02,2021-03-21 13:00:00,3.4,176.0,172.0,23.6,47.4,0.895
STN-02,2021-03-21 14:00:00,3.7,682.0097143756792,174.0,26.1,45.4,0.9169
STN-02,2021-03-21 15:00:00,3.5,140.0,154.0,25.2,45.7,0.8916
STN-02,2021-03-21 16:00:00,3.1,161.0,136.0,26.8,48.7,1.0014
STN-02,2021-03-21 17:00:00,4.0,261.0,152.0,26.9,51.9,1.0012
STN-02,2021-03-21 18:00:00,4.6,301.0,159.0,24.7,59.8,1.054
STN-02,2021-03-21 19:00:00,4.3,226.0,,24.0,58.1,1.0242
STN-02,2021-03-21 20:00:00,3.0,107.0,118.0,22.6,62.3,1.0149
STN-02,2021-03-21 21:00:00,3.0,,146.0,21.0,66.7,1.0408
STN-02,2021-03-21 22:00:00,2.1,98.0,130.0,,66.5,1.0586
STN-02,2021-03-21 23:00:00,1.9,148.0,155.0,19.6,67.4,0.9978
STN-02,2021-03-22 00:00:00,1.7,168.0,153.0,17.9,70.1,0.9527
STN-02,2021-03-22 01:00:00,1.2,,151.0,17.5,68.9,0.9426
STN-02,2021-03-22 02:00:00,1.2,120.0,151.0,17.8,69.3,0.9324
STN-02,2021-03-22 03:00:00,0.3,1.0,116.0,17.0,72.8,0.948
STN-02,2021-03-22 04:00:00,0.5,36.0,117.0,16.3,79.6,
STN-02,2021-03-22 05:00:00,0.9,128.0,140.0,16.8,75.8,0.8908
STN-02,2021-03-22 06:00:00,2.6,316.0,180.0,15.9,81.9,0.9149
STN-02,2021-03-22 07:00:00,3.1,382.0,193.0,15.7,84.0,0.9361
STN-02,2021-03-22 08:00:00,3.5,475.0,205.0,16.4,80.5,0.9538
STN-02,2021-03-22 09:00:00,,566.0,247.0,19.0,71.8,0.9345
STN-02,2021-03-22 10:00:00,3.9,486.0,241.0,21.8,61.1,0.9179
STN-02,2021-03-22 11:00:00,2.6,362.0,223.0,23.0,55.7,0.861
STN-02,2021-03-22 12:00:00,2.9,337.0,226.0,24.2,53.2,0.8381
STN-02,2021-03-22 13:00:00,2.8,298.0,230.0,26.1,50.0,0.8369
STN-02,2021-03-22 14:00:00,12.244486702017255,352.0,233.0,26.8,50.7,0.8451
STN-02,2021-03-22 15:00:00,2.5,209.0,210.0,26.6,50.7,0.8466
STN-02,2021-03-22 16:00:00,2.2,127.0,182.0,26.7,45.2,0.768
STN-02,2021-03-22 17:00:00,2.7,174.0,207.0,25.1,48.6,0.762
STN-02,2021-03-22 18:00:00,2.9,176.0,220.0,23.3,49.0,0.7312
STN-02,2021-03-22 19:00:00,3.9,,218.0,22.5,55.1,0.7946
STN-02,2021-03-22 20:00:00,3.3,232.0,210.0,19.2,,0.7612
STN-02,2021-03-22 21:00:00,1.8,111.0,,16.9,59.3,0.6727
STN-02,2021-03-22 22:00:00,1.1,66.0,169.0,14.3,65.3,0.6203
STN-02,2021-03-22 23:00:00,0.9,1.0,137.0,14.7,70.1,0.6827
STN-02,2021-03-23 00:00:00,1.1,28.0,135.0,15.6,67.2,0.7595
STN-02,2021-03-23 01:00:00,1.8,39.0,116.0,14.7,74.3,0.8486
STN-02,2021-03-23 02:00:00,1.0,1.0,108.0,15.2,,0.8255
STN-02,2021-03-23 03:00:00,0.0,1.0,104.0,13.8,71.0,0.8079
STN-02,2021-03-23 04:00:00,0.4,1.0,97.0,13.0,72.2,0.8162
STN-02,2021-03-23 05:00:00,0.0,1.0,91.0,13.6,71.6,0.8304
STN-02,2021-03-23 06:00:00,1.0,33.0,117.0,13.1,73.8,0.8487
STN-02,2021-03-23 07:00:00,2.2,130.0,129.0,13.1,72.2,0.8425
STN-02,2021-03-23 08:00:00,2.3,186.0,163.0,14.9,61.5,0.7808
STN-02,2021-03-23 09:00:00,1.4,,,17.0,51.1,0.7504
STN-02,2021-03-23 10:00:00,0.6,48.0,162.0,19.2,42.4,0.6908
STN-02,2021-03-23 11:00:00,0.6,46.0,176.0,21.7,36.8,0.6653
STN-02,2021-03-23 12:00:00,1.1,56.0,193.0,,34.6,0.6171
STN-02,2021-03-23 13:00:00,,78.0,190.0,22.3,34.4,0.6129
STN-02,2021-03-23 14:00:00,1.9,160.0,205.0,23.3,34.3,0.6103
STN-02,2021-03-23 15:00:00,1.3,119.0,192.0,24.0,30.2,0.5478
STN-02,2021-03-23 16:00:00,1.3,73.0,171.0,23.6,30.2,0.5491
STN-02,2021-03-23 17:00:00,2.2,,195.0,22.1,30.9,0.5284
STN-02,2021-03-23 18:00:00,2.0,97.0,172.0,21.5,27.2,0.5232
STN-02,2021-03-23 19:00:00,2.1,89.0,170.0,19.7,35.3,0.5737
STN-02,2021-03-23 20:00:00,2.3,169.0,188.0,18.3,36.8,0.5358
STN-02,2021-03-23 21:00:00,1.3,115.0,178.0,17.3,43.0,0.5646
STN-02,2021-03-23 22:00:00,1.5,94.0,182.0,16.9,43.8,0.5554
STN-02,2021-03-23 23:00:00,1.6,93.0,186.0,14.2,48.1,0.5145
STN-02,2021-03-24 00:00:00,1.4,116.0,171.0,14.5,49.4,
STN-02,2021-03-24 01:00:00,1.2,71.0,135.0,16.0,45.2,0.575
STN-02,2021-03-24 02:00:00,0.6,38.0,108.0,14.9,52.2,0.6085
STN-02,2021-03-24 03:00:00,0.0,1.0,106.0,13.0,57.0,0.5537
STN-02,2021-03-24 04:00:00,0.3,22.0,96.0,12.5,54.6,0.4772
STN-02,2021-03-24 05:00:00,0.0,1.0,97.0,12.7,55.4,0.471
STN-02,2021-03-24 06:00:00,0.0,24.0,123.0,11.3,56.0,0.3922
STN-02,2021-03-24 07:00:00,1.0,173.0,160.0,11.0,55.5,0.413
STN-02,2021-03-24 08:00:00,2.5,,213.0,10.9,57.8,0.4114
STN-02,2021-03-24 09:00:00,2.3,376.0,222.0,11.9,46.1,0.3187
STN-02,2021-03-24 10:00:00,2.2,419.0,223.0,14.6,41.8,0.3448
STN-02,2021-03-24 11:00:00,0.9628770502525928,364.0,215.0,16.5,38.9,-0.6201483969999564
STN-02,2021-03-24 12:00:00,1.7149887158691972,338.0,210.0,17.9,41.7,0.4403
STN-02,2021-03-24 13:00:00,0.5801403416059833,262.0,193.0,18.5,38.0,0.3977
STN-02,2021-03-24 14:00:00,,189.0,184.0,18.3,30.0,0.2637
STN-02,2021-03-24 15:00:00,1.1,214.0,,18.2,32.9,0.2793
STN-02,2021-03-24 16:00:00,1.5,267.0,200.0,17.4,32.5,0.2406
STN-02,2021-03-24 17:00:00,1.2,175.0,186.0,16.9,30.4,0.2063
STN-02,2021-03-24 18:00:00,2.3,261.0,194.0,16.5,33.6,0.2363
STN-02,2021-03-24 19:00:00,2.8,259.0,193.0,15.1,34.5,0.1985
STN-02,2021-03-24 20:00:00,3.4,301.0,197.0,14.8,43.3,0.271
STN-02,2021-03-24 21:00:00,1.9,111.0,166.0,15.0,37.1,0.1856
STN-02,2021-03-24 22:00:00,0.4,13.0,140.0,14.3,41.9,0.2239
STN-02,2021-03-24 23:00:00,0.7,76.0,141.0,13.9,41.2,
STN-02,2021-03-25 00:00:00,0.0,1.0,121.0,13.4,45.1,0.1986
STN-02,2021-03-25 01:00:00,0.0,1.0,104.0,13.0,46.8,0.1902
STN-02,2021-03-25 02:00:00,0.2,1.0,105.0,13.6,45.0,0.1652
STN-02,2021-03-25 03:00:00,0.0,1.0,105.0,13.8,44.3,0.1633
STN-02,2021-03-25 04:00:00,0.1,13.0,94.0,13.1,43.0,0.0988
STN-02,2021-03-25 05:00:00,0.1,56.0,103.0,13.2,46.8,0.1349
STN-02,2021-03-25 06:00:00,0.0,72.0,105.0,14.3,50.5,0.2144
STN-02,2021-03-25 07:00:00,1.6,213.0,137.0,14.8,,0.2207
STN-02,2021-03-25 08:00:00,3.3,365.0,169.0,15.8,47.2,0.1547
STN-02,2021-03-25 09:00:00,3.2,371.0,182.0,16.9,38.3,0.1335
STN-02,2021-03-25 10:00:00,2.9,414.0,195.0,18.9,38.6,0.1734
STN-02,2021-03-25 11:00:00,3.4,410.0,206.0,21.3,36.0,0.2473
STN-02,2021-03-25 12:00:00,3.6,330.0,187.0,22.3,35.6,0.256
STN-02,2021-03-25 13:00:00,3.6,325.0,179.0,21.8,40.7,0.2895
STN-02,2021-03-25 14:00:00,3.3,362.0,182.0,21.4,39.3,0.2114
STN-02,2021-03-25 15:00:00,3.6,440.0,193.0,21.0,48.7,0.3081
STN-02,2021-03-25 16:00:00,2.9,310.0,176.0,21.0,47.3,0.3182
STN-02,2021-03-25 17:00:00,3.1,289.0,170.0,20.5,55.6,0.3852
STN-02,2021-03-25 18:00:00,3.9,348.0,177.0,20.8,61.9,0.5047
STN-02,2021-03-25 19:00:00,3.6,343.0,179.0,18.7,61.4,0.4672
STN-02,2021-03-25 20:00:00,2.8,321.0,183.0,17.6,61.3,0.4694
STN-02,2021-03-25 21:00:00,1.1,,145.0,14.8,63.2,0.4158
STN-02,2021-03-25 22:00:00,,41.0,134.0,12.6,65.3,0.3577
STN-02,2021-03-25 23:00:00,0.9,41.0,142.0,10.9,67.2,0.3035
STN-02,2021-03-26 00:00:00,,97.0,132.0,10.6,68.2,0.2772
STN-02,2021-03-26 01:00:00,1.7,107.0,130.0,12.4,68.5,0.3117
STN-02,2021-03-26 02:00:00,1.0,104.0,118.0,10.1,72.4,0.2786
STN-02,2021-03-26 03:00:00,0.9,79.0,128.0,8.9,68.8,0.1801
STN-02,2021-03-26 04:00:00,0.0,1.0,102.0,7.2,68.8,0.0937
STN-02,2021-03-26 05:00:00,0.0,1.0,94.0,7.3,69.9,0.1015
STN-02,2021-03-26 06:00:00,0.4,1.0,108.0,8.4,70.8,0.1488
STN-02,2021-03-26 07:00:00,1.1,22.0,118.0,8.2,72.6,0.2029
STN-02,2021-03-26 08:00:00,2.0,157.0,157.0,11.0,69.9,0.2817
STN-02,2021-03-26 09:00:00,2.7,264.0,168.0,11.7,67.4,0.2934
STN-02,2021-03-26 10:00:00,3.1,380.0,200.0,13.5,62.8,0.3076
STN-02,2021-03-26 11:00:00,2.8,286.0,196.0,14.7,61.1,0.3225
STN-02,2021-03-26 12:00:00,2.7,308.0,211.0,16.2,56.1,0.3071
STN-02,2021-03-26 13:00:00,2.7,287.0,193.0,17.4,48.3,0.228
STN-02,2021-03-26 14:00:00,1.8,283.0,198.0,17.6,46.3,0.213
STN-02,2021-03-26 15:00:00,0.7,180.0,178.0,16.9,42.2,0.1463
STN-02,2021-03-26 16:00:00,0.7,111.0,167.0,18.7,40.2,0.1995
STN-02,2021-03-26 17:00:00,1.0,120.0,168.0,17.2,44.5,0.2107
STN-02,2021-03-26 18:00:00,1.5,85.0,147.0,14.7,51.3,0.201
STN-02,2021-03-26 19:00:00,1.6,109.0,141.0,13.8,54.0,0.2613
STN-02,2021-03-26 20:00:00,0.5,1.0,109.0,13.3,55.2,0.2672
STN-02,2021-03-26 21:00:00,0.4,1.0,115.0,12.1,59.5,0.3456
STN-02,2021-03-26 22:00:00,0.0,1.0,100.0,10.6,57.3,0.2672
STN-02,2021-03-26 23:00:00,0.2,1.0,129.0,9.3,53.4,0.1416
STN-02,2021-03-27 00:00:00,0.7,1.0,137.0,8.5,56.2,0.1371
STN-02,2021-03-27 01:00:00,0.2,1.0,119.0,8.1,58.0,0.1545
STN-02,2021-03-27 02:00:00,0.9,1.0,109.0,6.9,58.7,0.1287
STN-02,2021-03-27 03:00:00,2.869359918632096,167.617992425966,198.95261966450823,7.4,53.3,0.0935
STN-02,2021-03-27 04:00:00,4.038719837264192,334.235984851932,245.90523932901647,9.0,51.1,0.1145
STN-02,2021-03-27 05:00:00,4.128506476808224,389.77531566058735,277.88944588385255,7.6,53.0,0.0584
STN-02,2021-03-27 06:00:00,4.128506476808224,389.77531566058735,283.88944588385255,7.1,50.0,0.05
STN-02,2021-03-27 07:00:00,4.128506476808224,389.77531566058735,297.88944588385255,5.8,49.2,0.05
STN-02,2021-03-27 08:00:00,4.7285064768082234,389.77531566058735,302.88944588385255,7.2,50.0,0.05
STN-02,2021-03-27 09:00:00,4.928506476808224,,297.88944588385255,9.3,50.1,0.0652
STN-02,2021-03-27 10:00:00,0.0,1.0,113.0,12.4,34.5,
STN-02,2021-03-27 11:00:00,1.2,25.0,132.0,14.9,35.3,0.05
STN-02,2021-03-27 12:00:00,1.3,37.0,129.0,15.4,37.0,0.0588
STN-02,2021-03-27 13:00:00,1.7,107.0,147.0,15.9,41.3,0.1049
STN-02,2021-03-27 14:00:00,1.6,148.0,144.0,14.7,46.1,0.0847
STN-02,2021-03-27 15:00:00,1.9,155.0,144.0,15.5,48.2,0.1163
STN-02,2021-03-27 16:00:00,1.9,97.0,128.0,15.3,51.0,0.1275
STN-02,2021-03-27 17:00:00,2.9,183.0,162.0,,52.0,0.1462
STN-02,2021-03-27 18:00:00,4.1,206.0,153.0,14.7,58.6,0.2776
STN-02,2021-03-27 19:00:00,4.4,159.0,142.0,13.8,59.0,0.2986
STN-02,2021-03-27 20:00:00,3.8,131.0,147.0,13.1,55.8,0.2574
STN-02,2021-03-27 21:00:00,4.0,183.0,172.0,11.8,54.1,0.2039
STN-02,2021-03-27 22:00:00,2.3,1.0,129.0,13.4,55.1,0.2554
STN-02,2021-03-27 23:00:00,2.6,90.0,138.0,12.8,61.7,0.3127
STN-02,2021-03-28 00:00:00,1.8,2.0,116.0,12.8,60.6,0.2886
STN-02,2021-03-28 01:00:00,1.3,1.0,93.0,12.7,59.6,0.2984
STN-02,2021-03-28 02:00:00,1.1,1.0,77.0,10.6,59.8,0.243
STN-02,2021-03-28 03:00:00,1.4,1.0,96.0,8.8,63.2,0.1942
STN-02,2021-03-28 04:00:00,1.1,1.0,64.0,8.7,63.4,0.2173
STN-02,2021-03-28 05:00:00,0.6,1.0,57.0,7.9,72.8,0.2679
STN-02,2021-03-28 06:00:00,1.4,1.0,82.0,8.2,75.0,0.3191
STN-02,2021-03-28 07:00:00,2.2,,100.0,7.9,74.7,0.2884
STN-02,2021-03-28 08:00:00,2.5,115.0,110.0,8.4,66.5,0.2448
STN-02,2021-03-28 09:00:00,2.8,134.0,116.0,10.4,66.1,0.35
STN-02,2021-03-28 10:00:00,1.5,34.0,110.0,11.9,61.6,0.3041
STN-02,2021-03-28 11:00:00,1.5,37.0,112.0,14.0,55.4,0.2604
STN-02,2021-03-28 12:00:00,1.0,1.0,105.0,16.0,54.6,0.271
STN-02,2021-03-28 13:00:00,0.9,1.0,100.0,14.1,58.8,0.2151
STN-02,2021-03-28 14:00:00,0.2,1.0,86.0,13.6,56.8,0.163
STN-02,2021-03-28 15:00:00,0.2,1.0,120.0,14.1,57.5,0.2037
STN-02,2021-03-28 16:00:00,0.2,1.0,119.0,14.2,57.8,0.235
STN-02,2021-03-28 17:00:00,0.6,1.0,124.0,14.0,57.2,0.2493
STN-02,2021-03-28 18:00:00,1.3,43.0,141.0,12.2,63.5,0.2969
STN-02,2021-03-28 19:00:00,2.4,244.0,161.0,10.3,67.7,0.2764
STN-02,2021-03-28 20:00:00,2.4,252.0,167.0,8.6,64.9,0.1962
STN-02,2021-03-28 21:00:00,1.1,28.0,109.0,7.5,71.6,0.2335
STN-02,2021-03-28 22:00:00,1.5,75.0,118.0,7.0,68.1,0.2152
STN-02,2021-03-28 23:00:00,1.8,129.0,136.0,5.2,,0.1915
STN-02,2021-03-29 00:00:00,1.5,210.0,146.0,4.0,70.2,0.1391
STN-02,2021-03-29 01:00:00,1.4,249.0,156.0,2.1,75.9,0.1423
STN-02,2021-03-29 02:00:00,0.9,139.0,127.0,2.7,76.8,0.2011
STN-02,2021-03-29 03:00:00,0.4,142.0,143.0,2.2,71.0,0.0833
STN-02,2021-03-29 04:00:00,0.0,27.0,97.0,0.7,70.3,0.05
STN-02,2021-03-29 05:00:00,0.2,100.0,114.0,1.2,71.4,0.05
STN-02,2021-03-29 06:00:00,0.7,188.0,128.0,1.4,72.3,0.05
STN-02,2021-03-29 07:00:00,0.8,217.0,136.0,2.4,68.6,0.05
STN-02,2021-03-29 08:00:00,,312.0,165.0,2.4,65.1,0.05
STN-02,2021-03-29 09:00:00,1.5,369.0,180.0,3.2,59.3,0.05
STN-02,2021-03-29 10:00:00,6.9339970428909385,302.0,166.0,7.2,53.4,0.0676
STN-02,2021-03-29 11:00:00,1.4,357.0,177.0,9.5,47.6,0.05
STN-02,2021-03-29 12:00:00,1.4,375.0,,10.3,46.2,
STN-02,2021-03-29 13:00:00,0.6,205.0,143.0,9.4,49.4,0.05
STN-02,2021-03-29 14:00:00,0.6,110.0,111.0,10.4,51.8,0.05
STN-02,2021-03-29 15:00:00,0.5,55.0,133.0,10.4,52.8,0.05
STN-02,2021-03-29 16:00:00,1.1,146.0,169.0,11.6,49.8,0.0517
STN-02,2021-03-29 17:00:00,1.4,166.0,167.0,11.6,49.0,0.0714
STN-02,2021-03-29 18:00:00,2.4,189.0,170.0,10.5,54.6,0.1152
STN-02,2021-03-29 19:00:00,2.1,96.0,154.0,9.1,61.4,0.1574
STN-02,2021-03-29 20:00:00,2.3,191.0,163.0,7.3,66.8,0.1906
STN-02,2021-03-29 21:00:00,1.3,68.0,136.0,6.7,73.3,0.261
STN-02,2021-03-29 22:00:00,1.3,93.0,134.0,5.7,79.2,0.3029
STN-02,2021-03-29 23:00:00,1.4,80.0,125.0,6.3,79.2,0.2948
STN-02,2021-03-30 00:00:00,1.0,1.0,112.0,6.6,79.8,0.2966
STN-02,2021-03-30 01:00:00,0.1,1.0,109.0,5.6,85.3,0.3004
STN-02,2021-03-30 02:00:00,0.4,1.0,99.0,6.0,82.0,0.2765
STN-02,2021-03-30 03:00:00,0.4,1.0,99.0,5.4,89.8,0.3377
STN-02,2021-03-30 04:00:00,1.3,1.0,93.0,6.1,93.8,0.3773
STN-02,2021-03-30 05:00:00,1.0,52.0,113.0,6.5,88.0,0.2863
STN-02,2021-03-30 06:00:00,1.2,20.0,110.0,6.6,85.7,0.3011
STN-02,2021-03-30 07:00:00,2.1,56.0,139.0,6.9,81.3,0.2691
STN-02,2021-03-30 08:00:00,2.2,82.0,144.0,8.9,71.6,0.257
STN-02,2021-03-30 09:00:00,2.8,123.0,138.0,,66.3,0.2175
STN-02,2021-03-30 10:00:00,2.8,168.0,161.0,13.7,59.2,0.2554
STN-02,2021-03-30 11:00:00,1.8,28.0,135.0,15.9,54.0,0.2296
STN-02,2021-03-30 12:00:00,2.3,1.0,128.0,17.7,53.5,0.305
STN-02,2021-03-30 13:00:00,3.4,68.0,155.0,19.3,46.2,0.2547
STN-02,2021-03-30 14:00:00,2.9,50.0,139.0,19.9,41.7,0.1844
STN-02,2021-03-30 15:00:00,3.7,142.0,155.0,20.6,43.4,0.2376
STN-02,2021-03-30 16:00:00,3.8,292.0,180.0,20.4,47.5,0.2914
STN-02,2021-03-30 17:00:00,3.7,375.0,207.0,16.6,54.4,0.2665
STN-02,2021-03-30 18:00:00,4.7,408.0,199.0,14.3,60.9,0.2807
STN-02,2021-03-30 19:00:00,4.6,377.0,225.0,13.6,65.1,0.3569
STN-02,2021-03-30 20:00:00,3.3,274.0,214.0,14.1,67.2,0.4438
STN-02,2021-03-30 21:00:00,2.7,276.0,187.0,13.0,74.5,0.5099
STN-02,2021-03-30 22:00:00,2.1,239.0,184.0,11.6,77.5,0.5024
STN-02,2021-03-30 23:00:00,1.3,116.0,167.0,10.2,,0.5274
STN-02,2021-03-31 00:00:00,,93.0,148.0,9.2,77.7,0.4615
STN-02,2021-03-31 01:00:00,0.3,66.0,133.0,8.1,70.8,0.3572
STN-02,2021-03-31 02:00:00,0.1,16.0,105.0,9.3,73.0,0.4061
STN-02,2021-03-31 03:00:00,0.2,18.0,96.0,11.3,77.6,0.5268
STN-02,2021-03-31 04:00:00,0.1,5.0,60.0,10.7,81.6,0.5584
STN-02,2021-03-31 05:00:00,1.5,180.0,118.0,10.3,79.3,0.4839
STN-02,2021-03-31 06:00:00,0.9,167.0,132.0,8.4,75.4,0.3935
STN-02,2021-03-31 07:00:00,2.5,289.0,170.0,8.9,76.1,0.413
STN-02,2021-03-31 08:00:00,3.1,380.0,182.0,9.8,69.8,0.3671
STN-02,2021-03-31 09:00:00,2.7,304.0,148.0,10.6,69.7,0.3897
STN-02,2021-03-31 10:00:00,1.5,144.0,143.0,12.0,64.8,0.387
STN-02,2021-03-31 11:00:00,1.4,191.0,131.0,14.7,54.4,0.318
STN-02,2021-03-31 12:00:00,1.6,141.0,133.0,16.8,53.4,0.3569
STN-02,2021-03-31 13:00:00,1.4,96.0,141.0,17.0,49.6,0.2653
STN-02,2021-03-31 14:00:00,2.2,254.0,181.0,16.7,49.1,0.2584
STN-02,2021-03-31 15:00:00,2.5,244.0,155.0,17.8,49.4,0.3007
STN-02,2021-03-31 16:00:00,2.7,266.0,168.0,16.6,51.8,0.2801
STN-02,2021-03-31 17:00:00,3.2,255.0,180.0,13.6,51.2,0.2009
STN-02,2021-03-31 18:00:00,3.9,371.0,203.0,12.3,54.2,0.237
STN-02,2021-03-31 19:00:00,4.3,427.0,206.0,11.0,57.9,0.2718
STN-02,2021-03-31 20:00:00,4.2,463.0,216.0,9.2,60.4,0.2615
STN-02,2021-03-31 21:00:00,3.2,420.0,187.0,8.7,65.5,0.3416
STN-02,2021-03-31 22:00:00,1.8087837720401811,295.0,156.0,8.3,67.0,0.38
STN-02,2021-03-31 23:00:00,3.6989143588392306,243.0,150.0,8.7,71.9,0.4447
STN-02,2021-04-01 00:00:00,-1.0116026369397968,98.0,102.0,11.3,69.3,0.5187
STN-02,2021-04-01 01:00:00,1.6,56.0,84.0,10.1,76.6,0.5469
STN-02,2021-04-01 02:00:00,2.2,106.0,102.0,9.9,78.1,0.5697
STN-02,2021-04-01 03:00:00,1.1,5.0,78.0,11.2,78.0,0.6132
STN-02,2021-04-01 04:00:00,1.0,1.0,45.0,10.5,77.3,0.5801
STN-02,2021-04-01 05:00:00,1.4,10.0,51.0,12.7,79.8,0.694
STN-02,2021-04-01 06:00:00,1.2,66.0,,12.4,87.0,0.7979
STN-02,2021-04-01 07:00:00,1.0,65.0,70.0,11.3,84.0,0.7112
STN-02,2021-04-01 08:00:00,1.4,165.0,94.0,12.4,81.2,0.7359
STN-02,2021-04-01 09:00:00,2.1,184.0,102.0,14.0,75.9,0.7409
STN-02,2021-04-01 10:00:00,2.2,186.0,102.0,15.8,69.6,0.7482
STN-02,2021-04-01 11:00:00,1.6,162.0,114.0,17.5,59.9,0.6787
STN-02,2021-04-01 12:00:00,0.9,50.0,96.0,17.9,59.1,0.6785
STN-02,2021-04-01 13:00:00,2.1,184.0,137.0,18.1,55.8,0.6243
STN-02,2021-04-01 14:00:00,1.7,149.0,121.0,18.7,52.3,0.5796
STN-02,2021-04-01 15:00:00,0.7,22.0,89.0,19.4,55.1,0.6149
STN-02,2021-04-01 16:00:00,0.3,1.0,81.0,18.9,47.3,0.479
STN-02,2021-04-01 17:00:00,2.0,46.0,107.0,20.0,50.8,0.5646
STN-02,2021-04-01 18:00:00,2.5,17.0,101.0,18.7,55.7,0.6232
STN-02,2021-04-01 19:00:00,2.1,1.0,93.0,16.4,62.5,0.6237
STN-02,2021-04-01 20:00:00,1.5,1.0,91.0,16.2,62.3,0.6434
STN-02,2021-04-01 21:00:00,1.5,1.0,80.0,13.0,65.9,0.5474
STN-02,2021-04-01 22:00:00,0.3,1.0,77.0,11.2,66.0,0.463
STN-02,2021-04-01 23:00:00,0.6,1.0,76.0,10.6,70.6,0.4646
STN-02,2021-04-02 00:00:00,0.3,1.0,82.0,11.2,66.0,0.4167
STN-02,2021-04-02 01:00:00,0.4,1.0,,11.6,65.8,0.4326
STN-02,2021-04-02 02:00:00,0.9,1.0,79.0,12.3,71.1,0.5335
STN-02,2021-04-02 03:00:00,0.4,1.0,62.0,13.2,74.3,0.6169
STN-02,2021-04-02 04:00:00,0.0,1.0,10.0,14.4,70.5,0.5606
STN-02,2021-04-02 05:00:00,0.0,1.0,8.0,12.7,70.3,0.4921
STN-02,2021-04-02 06:00:00,,1.0,14.0,13.3,68.4,0.4965
STN-02,2021-04-02 07:00:00,0.8,1.0,39.0,13.5,69.0,0.5157
STN-02,2021-04-02 08:00:00,1.5,1.0,63.0,13.8,65.9,0.5073
STN-02,2021-04-02 09:00:00,2.0,46.0,80.0,16.7,58.9,0.5548
STN-02,2021-04-02 10:00:00,1.6,71.0,99.0,19.5,51.7,0.5365
STN-02,2021-04-02 11:00:00,1.3,108.0,94.0,20.9,54.9,0.5473
STN-02,2021-04-02 12:00:00,1.5,86.0,82.0,21.0,51.3,0.4807
STN-02,2021-04-02 13:00:00,1.6,122.0,111.0,22.4,43.8,0.436
STN-02,2021-04-02 14:00:00,1.3,25.0,105.0,23.1,41.6,0.4179
STN-02,2021-04-02 15:00:00,-4.0161076450031485,1.0,81.0,22.9,41.4,0.421
STN-02,2021-04-02 16:00:00,0.9,19.0,90.0,23.2,43.6,0.4744
STN-02,2021-04-02 17:00:00,1.5,106.0,119.0,22.3,53.7,0.5555
STN-02,2021-04-02 18:00:00,2.2,81.0,112.0,20.6,65.9,0.6939
STN-02,2021-04-02 19:00:00,3.6,192.0,135.0,18.5,75.3,0.7247
STN-02,2021-04-02 20:00:00,,74.0,103.0,17.9,74.8,0.6573
STN-02,2021-04-02 21:00:00,2.5,145.0,109.0,19.4,73.5,0.718
STN-02,2021-04-02 22:00:00,2.5,154.0,110.0,19.5,74.0,
STN-02,2021-04-02 23:00:00,2.7,230.0,126.0,18.3,80.2,0.8114
STN-02,2021-04-03 00:00:00,2.4,285.0,135.0,15.8,84.7,0.7771
STN-02,2021-04-03 01:00:00,2.6,289.0,117.0,13.1,90.3,0.7286
STN-02,2021-04-03 02:00:00,2.2,219.0,90.0,12.7,96.6,0.7972
STN-02,2021-04-03 03:00:00,2.1,194.0,105.0,11.1,93.7,0.7344
STN-02,2021-04-03 04:00:00,2.2,151.0,77.0,11.6,96.0,0.7466
STN-02,2021-04-03 05:00:00,1.7,56.0,71.0,12.3,93.9,0.7716
STN-02,2021-04-03 06:00:00,1.5,77.0,81.0,13.6,92.6,0.8328
STN-02,2021-04-03 07:00:00,1.1,40.0,69.0,14.0,90.5,0.8679
STN-02,2021-04-03 08:00:00,2.3,207.0,95.0,15.0,86.1,0.8606
STN-02,2021-04-03 09:00:00,2.3,,116.0,17.6,73.5,0.8182
STN-02,2021-04-03 10:00:00,1.3,52.0,97.0,20.0,64.8,0.7797
